id,frameTime,voiceProb_sma_range,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_range,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_amean,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_range,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_amean,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_range,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_range,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,shimmerLocal_sma_range,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,pcm_intensity_sma_range,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0,speakingRate_sma_range,speakingRate_sma_linregc1,speakingRate_sma_linregerrA,speakingRate_sma_stddev,speakingRate_sma_amean,speakingRate_sma_duration,speakingRate_sma_upleveltime0.0,speakingRate_sma_downleveltime0.0,label
29758-007,0.0,0.6791844,-0.0002416193,0.1328974,0.16886089999999998,0.7201652,145,144,1,56.879580000000004,-0.01201124,8.868235,11.51164,9.472108,145,144,1,316.534,-0.1222137,61.560019999999994,73.68176,200.2194,133,132,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.632759999999999e-06,-5.198476e-09,8.261445999999999e-07,1.278198e-06,8.620059000000001e-07,145,144,1,4.1666669999999995,-0.01225533,1.110686,1.285492,3.404088,106,105,1,0
71834-007,0.0,0.6563001,-0.006721047,0.09445036,0.2015789,0.6315446,86,85,1,46.578920000000004,-0.43841309999999994,6.20113,13.17195,4.076366999999999,86,85,1,186.8505,-0.7532854,32.4996,45.74069,159.9423,75,74,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.208621e-06,-3.320485e-08,1.376396e-06,1.91455e-06,1.669968e-06,86,85,1,7.5,0.1691142,0.9470438,2.587438,5.3191489999999995,47,46,1,0
35063-006,0.0,0.8123741,-0.0003488727,0.1905686,0.22547609999999998,0.6407436,575,574,1,490.2042,-0.1175173,30.017229999999998,68.0204,21.0959,575,574,1,454.937,-0.26569380000000004,57.134409999999995,91.6714,190.2085,473,472,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01392723,0.0015751029999999998,0.002611356,0.004846471,0.01827949,8,7,1,1.102354e-05,-9.184635e-10,8.168751000000001e-07,1.396019e-06,6.785282e-07,575,574,1,11.66667,0.004177475,1.645676,2.1360810000000003,6.968284,536,535,1,3
25066-001,0.0,0.5834788000000001,-0.001159336,0.1124566,0.1519263,0.499431,192,191,1,482.9872,0.05530867,30.95253,65.73302,14.38688,192,191,1,264.0954,0.6335164000000001,35.529740000000004,53.83948,118.9565,149,148,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.836767e-06,-3.197984e-09,4.686688e-07,7.127974000000001e-07,5.3349e-07,192,191,1,7.5,0.0378369,0.6713281,1.845031,5.8333330000000005,153,152,1,0
82975-006,0.0,0.7144615,-0.0002799313,0.1295309,0.1594251,0.7399375,156,155,1,167.9485,0.06248673,9.019928,20.81844,13.93418,156,155,1,407.603,-0.4602393,50.05281,68.78036,200.3157,149,148,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.653479e-06,4.203999e-09,7.869699e-07,1.184731e-06,7.200838e-07,156,155,1,7.5,0.02596322,1.005315,1.596141,2.927351,117,116,1,0
95465-006,0.0,0.7759166000000001,-0.002163191,0.1526855,0.19679960000000002,0.6322932,156,155,1,475.916,0.7814028000000001,49.037,90.18755,29.310259999999996,156,155,1,214.0336,-0.1340851,29.587190000000003,40.253840000000004,141.2489,119,118,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.211415e-06,-6.166238e-09,4.0326279999999997e-07,8.9265e-07,3.8606850000000003e-07,156,155,1,7.5,0.02330321,1.255217,1.716332,3.397436,117,116,1,0
25066-016,0.0,0.6343116999999999,-0.0004552238,0.14036970000000001,0.168318,0.5384455,156,155,1,488.0837,0.38483590000000006,45.65292,76.80893,24.26751,156,155,1,251.5903,0.6053202,40.75878,57.90942,119.1607,112,111,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.573597e-06,-1.258261e-09,4.292962e-07,5.9781e-07,4.360975999999999e-07,156,155,1,10.0,0.04815497,1.596462,2.536173,10.04274,117,116,1,0
81392-031,0.0,0.7073838000000001,-0.003489789,0.1393689,0.227161,0.6449994000000001,136,135,1,175.4941,-0.06179112,12.090869999999999,23.210720000000002,8.855013,136,135,1,149.8312,-0.6467282,20.83846,35.57281,144.6346,105,104,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.277168e-06,-1.6685970000000002e-08,1.037797e-06,1.704494e-06,1.026327e-06,136,135,1,4.1666669999999995,0.02266113,0.8687134,1.225665,3.298969,97,96,1,3
05068-006,0.0,0.629196,-0.009396011,0.1059815,0.1790345,0.5057856,46,45,1,476.1782,0.34774299999999997,84.9454,128.7369,50.23478,46,45,1,209.5985,1.51884,39.1658,50.111740000000005,156.8289,31,30,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.992283e-06,-2.225479e-08,4.601708e-07,9.106150999999999e-07,4.652512e-07,46,45,1,3.333333,0.4761906,0.6122449999999999,1.2140520000000001,4.285714,7,6,1,0
81392-030,0.0,0.7107076,9.109425e-05,0.15270999999999998,0.1789704,0.545737,256,255,1,186.3932,0.04848982,10.06458,19.1592,1.433904,256,255,1,220.6116,0.20510770000000003,34.08945,44.7236,143.0812,191,190,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.407963999999999e-06,-4.285787e-10,8.749799e-07,1.164325e-06,8.370911e-07,256,255,1,10.83333,0.01459958,2.13377,2.557212,8.801844000000001,217,216,1,3
45758-000,0.0,0.6833899999999999,-0.004839783,0.15188629999999997,0.19839079999999998,0.6931755999999999,66,65,1,326.9933,1.183993,34.19385,63.256969999999995,31.438679999999998,66,65,1,358.9743,-1.488974,96.46793000000001,113.0026,298.3942,60,59,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.030341e-07,-1.004188e-09,1.6734389999999997e-07,2.1425229999999998e-07,1.401266e-07,66,65,1,4.1666669999999995,0.11497760000000001,0.5501289,1.0955700000000002,2.9629630000000002,27,26,1,0
45758-006,0.0,0.7227549,-0.0019073760000000001,0.1414663,0.17129860000000002,0.5892261,39,38,1,45.25526,-0.1069026,8.739655,10.74478,2.404696,39,38,1,236.2991,-4.053274,41.85817,69.09085,156.831,38,37,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.214575e-06,-2.703215e-08,1.231437e-06,1.623714e-06,1.242055e-06,39,38,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
25066-012,0.0,0.827998,-0.0006095359999999999,0.1477477,0.19073410000000002,0.6133438,240,239,1,483.929,0.07376809,21.412979999999997,54.505340000000004,13.02258,240,239,1,279.7457,-0.2907538,38.01504,54.42389,121.0041,200,199,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.111478e-06,-1.413369e-09,1.158796e-06,1.607457e-06,1.154287e-06,240,239,1,7.5,0.01189104,1.219635,1.6305399999999999,4.2910449999999996,201,200,1,0
16486-001,0.0,0.8051894,-0.0004698585,0.2133998,0.2464265,0.6145669,385,384,1,337.2771,-0.01981908,21.81213,47.582409999999996,15.48085,385,384,1,438.7769,-0.2825027,68.06494,93.61806,223.6714,295,294,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0513382,4.203777e-05,0.001847846,0.0055794040000000005,0.07626686,104,103,1,5.525429000000001e-06,4.496786e-10,5.841021e-07,8.284156e-07,5.628318e-07,385,384,1,10.83333,-0.0006523198999999999,1.459074,2.05057,4.82659,346,345,1,0
44209-000,0.0,0.5814883000000001,-0.01265734,0.12042080000000001,0.19640339999999998,0.7823787,36,35,1,459.2043,10.35956,96.24816,158.2405,89.52891,36,35,1,299.177,7.673478,33.343540000000004,86.80275999999999,192.7104,31,30,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.2619830000000001e-06,-1.708305e-08,2.6792349999999997e-07,4.137552e-07,3.399552e-07,36,35,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
56896-025,0.0,0.4527358,-0.0009924463,0.08927435,0.11292939999999999,0.620873,86,85,1,23.05564,-0.07323711,4.464871,5.762671,3.536689,86,85,1,165.9967,0.4550702999999999,20.22989,29.83215,128.2289,81,80,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.247923e-06,2.174975e-09,2.453031e-07,3.2515819999999996e-07,2.762974e-07,86,85,1,4.1666669999999995,0.03738821,0.5316525,0.8357818000000001,2.659575,47,46,1,3
44574-001,0.0,0.7682273000000001,0.00017316990000000002,0.13863879999999998,0.1665144,0.5735084,496,495,1,474.1361,-0.1959987,54.0333,95.56102,36.846270000000004,496,495,1,444.1672,-0.32725190000000004,59.951330000000006,92.04729,162.8116,403,402,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6666666,0.0001897195,0.01449244,0.05573879,0.9943503,177,176,1,9.113256e-06,1.886209e-09,5.015619000000001e-07,9.778616e-07,4.247582e-07,496,495,1,10.83333,-0.001204269,2.00096,2.368509,4.666302,457,456,1,3
68117-002,0.0,0.7644996999999999,0.001704091,0.18670150000000002,0.23365100000000003,0.6750863,156,155,1,45.95626,0.09175594,10.29059,12.80376,7.424019,156,155,1,412.483,0.04411018,51.47497,72.48536999999999,200.2443,127,126,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.872748e-06,5.469166e-09,2.487717e-07,4.6945570000000004e-07,2.600578e-07,156,155,1,7.5,0.01995635,2.038161,2.345371,4.529914,117,116,1,0
25066-015,0.0,0.47343279999999993,0.0008419132000000001,0.11136220000000001,0.1295075,0.6139125,83,82,1,29.7455,0.1338137,6.190837,8.162901,2.449709,83,82,1,182.6967,-0.2971522,35.5046,43.62874,141.9706,77,76,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.403322e-06,-6.330249e-09,9.189391e-07,1.15496e-06,1.629769e-06,83,82,1,3.333333,0.0008221616000000001,0.5585239000000001,0.7604114000000001,4.659091,44,43,1,0
52053-006,0.0,0.8013561,0.001078753,0.1337264,0.19482449999999998,0.49689350000000004,296,295,1,486.2234,0.07684665,23.00779,61.68751999999999,8.174309,296,295,1,364.2715,-0.01681068,54.99417,70.81519,175.7142,209,208,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.046646e-06,2.4414960000000003e-09,7.059818e-07,1.011885e-06,7.141209000000001e-07,296,295,1,15.0,0.01538736,1.917531,2.679423,12.02335,257,256,1,0
81392-000,0.0,0.6775937,0.0002353452,0.1795443,0.20666779999999998,0.7288598000000001,246,245,1,326.8545,-0.01598095,16.61024,42.91063,18.42386,246,245,1,368.9374,-0.1409454,31.39412,52.46185,192.0379,218,217,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0876010000000001e-05,1.014942e-11,1.043785e-06,1.566686e-06,9.435341e-07,246,245,1,8.333333,0.01786565,1.152313,1.7832729999999999,6.050725,207,206,1,3
81392-042,0.0,0.8462716,-1.436818e-05,0.2010287,0.2244721,0.6543922,2096,2095,1,490.7957,0.0002120223,16.88032,38.131840000000004,13.19294,2096,2095,1,460.9348,-0.02352055,56.75018000000001,81.84839000000001,203.853,1717,1716,1,0.3829323,1.978126e-05,0.07936522,0.1021579,0.2342855,1615,1614,1,0.2348752,2.812515e-05,0.0825377,0.09043381,0.1108451,1501,1275,226,0.1108715,-1.922529e-05,0.03036256,0.03668835,0.02931137,1821,1709,112,1.312269e-05,-2.2257e-10,1.02781e-06,1.515334e-06,9.054775e-07,2096,2095,1,29.16667,0.01109571,2.505013,7.271389999999999,14.112789999999999,2057,2056,1,3
18771-003,0.0,0.7081596,0.002635998,0.1866096,0.2183449,0.4932142,66,65,1,39.71849,0.05506635,8.961399,10.38825,-2.562914,66,65,1,399.5232,-3.582155,66.15269,93.38306,225.1378,39,38,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.686533e-06,1.203981e-08,2.530817e-07,4.152923e-07,2.124133e-07,66,65,1,4.1666669999999995,0.11497760000000001,0.5501289,1.0955700000000002,2.9629630000000002,27,26,1,0
26753-011,0.0,0.29502540000000005,-0.004895539,0.09058958,0.1040653,0.6833425,16,15,1,19.832929999999998,-0.4239388,5.525980000000001,6.814959,6.397734,16,15,1,88.04759,2.3294200000000003,17.65723,22.99469,99.92709,16,15,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.568465e-06,2.109909e-08,1.00992e-06,1.157016e-06,2.306299e-06,16,15,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
35063-002,0.0,0.6496851,8.655861e-05,0.1311575,0.1566362,0.6120788,66,65,1,471.2901,0.17003320000000002,73.03959,96.37349,53.499930000000006,66,65,1,415.7395,0.108499,69.85915,86.49825,185.4828,61,60,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.462408000000001e-06,-3.896007e-09,1.116631e-06,1.4841589999999998e-06,8.158228000000001e-07,66,65,1,7.5,0.22283270000000002,1.099579,2.1754330000000004,3.611111,27,26,1,3
18771-001,0.0,0.7359055999999999,4.194612e-06,0.1167135,0.13898210000000003,0.5165867999999999,516,515,1,489.4251,0.01422233,22.24031,58.750890000000005,11.09043,516,515,1,431.1349,-0.01002325,59.583290000000005,73.65469,136.3989,404,403,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.09261058,0.0001810971,0.004985875,0.01247856,0.1368425,67,66,1,4.430955e-06,4.533277e-10,2.447732e-07,4.7231749999999997e-07,2.108343e-07,516,515,1,11.66667,-0.000364322,1.707805,2.15938,12.337530000000001,477,476,1,0
87083-014,0.0,0.6443425,-0.0005578531,0.15234679999999998,0.1836761,0.4958669,356,355,1,482.813,-0.05814087,60.21206,99.4362,34.748740000000005,356,355,1,273.9823,-0.33431320000000003,34.74725,51.04094,108.683,209,208,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3181855,0.03598526,0.05965978,0.1107239,0.41761850000000006,8,7,1,6.017788000000001e-06,-2.145689e-09,4.382269e-07,8.166377e-07,4.044771e-07,356,355,1,7.5,0.01745959,1.2567959999999998,2.239887,4.897476,317,316,1,0
52053-005,0.0,0.9257268,-0.00040423389999999997,0.20187660000000002,0.2440283,0.5487382,605,604,1,488.7874,-0.01849108,58.33585,105.5279,35.31031,605,604,1,462.8171,-0.07236014,61.90079,80.32165,187.7011,395,394,1,0.06556962,1.079249e-05,0.00109299,0.004784049,0.09793231,233,232,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01131657,4.163979e-05,0.0026944029999999997,0.0049692009999999995,0.008308401,324,323,1,7.629761999999999e-06,-1.35183e-09,5.808274999999999e-07,1.0393729999999998e-06,5.384753000000001e-07,605,604,1,8.333333,0.005880954,1.376617,1.932638,7.279152000000001,566,565,1,0
95465-003,0.0,0.5094675000000001,3.275720999999999e-05,0.09638194,0.119529,0.7605911999999999,175,174,1,31.371029999999998,0.002046529,5.418931,6.702578,12.20427,175,174,1,280.4452,-0.1288675,20.75478,37.33963,168.7691,174,173,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.467414e-06,-2.949065e-09,2.302146e-07,4.597672e-07,2.92248e-07,175,174,1,4.1666669999999995,-0.01351121,0.8963979999999999,1.21773,3.1801470000000003,136,135,1,0
68117-006,0.0,0.7021139,0.0011819460000000001,0.183621,0.22047139999999998,0.5586677,166,165,1,479.884,0.8764474,65.63072,114.5768,44.14477,166,165,1,383.1241,0.5920845,60.38361,82.85401999999999,187.6929,115,114,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.196488e-06,-1.981445e-09,2.0726e-07,4.172143e-07,1.983704e-07,166,165,1,8.333333,0.004921266,2.5093520000000002,2.5883979999999998,7.322833999999999,127,126,1,0
75256-003,0.0,0.7367594,-0.0001625716,0.1662835,0.1954933,0.6670899,480,479,1,495.7945,0.31596,107.2519,154.8762,79.46564000000001,480,479,1,446.6879,0.06778464,45.55257,69.92155,197.7355,365,364,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.09653519,2.219831e-05,0.0018929679999999999,0.007654456,0.14406770000000002,197,196,1,1.005029e-05,-2.486544e-09,9.432108000000001e-07,1.48876e-06,9.030354e-07,480,479,1,9.166667,0.008308568,1.6640830000000002,2.276809,6.3322,441,440,1,0
56896-016,0.0,0.5161803,-0.0009708522999999999,0.1210463,0.14500870000000002,0.5999597,106,105,1,31.84978,-0.06137237,6.57375,7.830286999999999,2.0903869999999998,106,105,1,247.3827,-0.3121563,27.31288,40.71407,132.0462,96,95,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.849533e-06,6.287922e-10,1.10931e-06,1.6779480000000001e-06,1.300215e-06,106,105,1,7.5,0.06694469,0.6287482,1.496884,4.365672,67,66,1,3
76373-001,0.0,0.8888108,-0.0005918539,0.16610020000000003,0.2115115,0.5324283000000001,446,445,1,481.7485,0.2635087,95.48758000000001,137.6727,68.47794,446,445,1,428.7398,0.0120918,53.345,77.88676,185.2384,291,290,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3479257,0.0004350386,0.01525945,0.04198539,0.5156757000000001,84,83,1,2.380215e-07,-1.7887760000000002e-11,2.290387e-08,3.3065430000000003e-08,2.4466869999999998e-08,446,445,1,10.83333,0.004067712,1.8054990000000002,2.3747990000000003,5.135135,407,406,1,3
26753-008,0.0,0.8978878,-8.371062e-05,0.14567739999999998,0.18416749999999998,0.6706613,686,685,1,489.3575,-0.08184706,31.618509999999997,63.40173000000001,25.1987,686,685,1,459.7358,-0.20725429999999997,68.49648,101.3867,156.5352,607,606,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.32053459999999995,7.223908e-05,0.006224466999999999,0.02528892,0.4783858,199,198,1,6.875225000000001e-06,-9.510821e-10,5.994226999999999e-07,8.647697e-07,5.856538000000001e-07,686,685,1,10.83333,7.643940000000001e-06,1.596536,1.910295,3.794436,647,646,1,0
82975-008,0.0,0.6849126,0.002314846,0.1961787,0.2214516,0.6493569,66,65,1,39.046659999999996,0.09200201,10.03777,11.49095,7.218191,66,65,1,352.7734,-2.549737,56.908519999999996,78.68568,215.7007,51,50,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.645254e-06,3.088213e-08,1.02462e-06,1.681179e-06,1.098115e-06,66,65,1,1.666667,0.007122506999999999,0.3012557,0.41408670000000003,2.3148150000000003,27,26,1,0
47939-005,0.0,0.7764798,-0.0002872967,0.198163,0.22559410000000002,0.6299653000000001,416,415,1,338.1563,-0.01653259,23.15259,49.09962,18.61661,416,415,1,443.4996,-0.3122944,75.38376,100.2286,200.4771,331,330,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.164501,0.08225051,2.4835270000000003e-09,0.06715725,0.164501,3,2,1,7.952239e-06,-7.216031e-10,6.564671e-07,1.151594e-06,5.850828000000001e-07,416,415,1,10.0,0.00900708,1.348052,1.886348,9.316977,377,376,1,0
47939-006,0.0,0.7125326999999999,-0.0004889776,0.1463932,0.1837736,0.5587714,461,460,1,337.6122,-0.04458868,15.769429999999998,41.74909,8.715227,461,460,1,405.1774,0.24978820000000002,43.94467,67.03801,150.5936,305,304,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.23913579999999998,0.0005118863,0.01341169,0.03294691,0.3530989,64,63,1,9.48033e-06,1.187498e-09,5.22566e-07,9.70666e-07,4.4652970000000004e-07,461,460,1,7.5,0.003554975,1.5583930000000001,1.89615,4.478673000000001,422,421,1,0
87083-002,0.0,0.7957566999999999,-4.363486e-05,0.14469189999999998,0.1757326,0.5623531,796,795,1,501.8132,-0.05609817,23.89772,56.77385,11.50227,796,795,1,357.7687,0.03398006,59.66008000000001,75.16396,133.463,636,635,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0001512331,6.39959e-08,3.978711e-06,1.395421e-05,0.0002252852,145,144,1,1.0385519999999999e-05,2.277747e-10,8.200135999999999e-07,1.260586e-06,7.888788e-07,796,795,1,10.83333,0.0007173858,1.5648469999999999,2.130573,5.072655,757,756,1,0
56896-027,0.0,0.6636536,0.00012498200000000002,0.138935,0.1636759,0.6492648,356,355,1,486.3706,-0.02507083,31.28272,69.71475,22.604110000000002,356,355,1,447.5203,0.34040329999999996,76.04491,103.3354,200.8615,331,330,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4115255,0.002454111,0.03601892,0.0728488,0.6010438,38,37,1,7.410605e-06,-3.173763e-09,4.320215e-07,8.675251999999999e-07,4.0213209999999996e-07,356,355,1,12.5,0.007829305,1.812776,2.371753,6.687697,317,316,1,3
81392-019,0.0,0.8481084999999999,-1.008833e-05,0.1860005,0.21190830000000002,0.6337592,1335,1334,1,494.1876,-0.01342026,21.76074,49.026720000000005,17.33886,1335,1334,1,464.3886,-0.12414180000000001,81.29618,114.1676,205.8665,1100,1099,1,0.269868,0.0002452302,0.02000269,0.05486884,0.26147929999999997,684,683,1,0.130327,0.00018024840000000001,0.02279489,0.03849144,0.08451307,546,545,1,0.05832098,-6.445170999999999e-05,0.0135195,0.02336244,0.02099315,936,862,74,1.132933e-05,-8.444081e-11,8.575867e-07,1.354983e-06,7.443156999999999e-07,1335,1334,1,16.66667,0.007344931999999999,2.228539,3.86174,8.73071,1296,1295,1,3
44574-003,0.0,0.6361568,0.000122156,0.1139924,0.1370233,0.5164973,205,204,1,472.2578,0.08949338,59.36566,86.06349,39.784909999999996,205,204,1,412.3754,-0.4542823,86.75043000000001,107.6421,200.2682,151,150,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.4014990000000005e-07,2.632823e-10,4.07777e-08,6.73815e-08,3.5441029999999996e-08,205,204,1,9.166667,0.02218782,1.8136169999999998,2.358904,7.740964,166,165,1,3
95407-001,0.0,0.6612001999999999,-0.0014194879999999998,0.1040471,0.1419876,0.5050696,145,144,1,38.53646,-0.04360583,6.573878,8.158799,-0.2727914,145,144,1,381.3534,1.073623,69.19341,91.96141,181.65,111,110,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.91931e-07,-6.659709e-10,5.4658290000000005e-08,9.466837e-08,5.218816e-08,145,144,1,12.5,0.01853622,2.545537,3.071647,10.3695,106,105,1,3
44209-004,0.0,0.8157206,-0.00010091629999999999,0.22525749999999997,0.2502213,0.5749553000000001,417,416,1,483.8875,-0.03435342,59.18342,103.6559,37.59639,417,416,1,341.1182,0.08094806,38.08744,53.55605,172.9543,278,277,1,0.10518820000000001,0.0037567209999999998,0.01723083,0.0284851,0.1472635,15,14,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.21998270000000003,0.000919766,0.03718505,0.06032705,0.05775591,127,126,1,1.1139669999999999e-05,-1.083383e-09,5.799750999999999e-07,1.138216e-06,4.852062e-07,417,416,1,8.333333,0.001380951,1.5238260000000001,1.753106,6.505732,378,377,1,0
44574-007,0.0,0.4258085,-0.007179546,0.07967662,0.1355181,0.5742439,46,45,1,26.598159999999996,-0.4166434,4.259621,7.414258,0.5186324000000001,46,45,1,128.0408,-1.270751,22.17517,33.42794,127.5729,38,37,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.017348e-06,8.151946e-09,1.6035499999999998e-07,2.293211e-07,2.0129010000000002e-07,46,45,1,1.666667,0.2380953,0.30612249999999996,0.6070262,2.142857,7,6,1,3
