id,frameTime,voiceProb_sma_range,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_range,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_amean,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_range,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_amean,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_range,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_range,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,shimmerLocal_sma_range,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,pcm_intensity_sma_range,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0,label
58812-004,0.0,0.8824664000000001,0.0001668804,0.1527945,0.1827216,0.48096359999999994,246,245,1,473.6489,-0.05624843,103.7347,128.7883,79.92245,246,245,1,427.5539,0.43008509999999994,91.57136,109.8268,310.546,154,153,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.97297e-07,6.310016e-11,2.2235970000000002e-08,4.726533e-08,2.320583e-08,246,245,1,0
45758-004,0.0,0.7184904000000001,4.455555e-05,0.14473889999999998,0.17184760000000002,0.4987197,315,314,1,486.7426,-0.1851104,84.19991999999999,125.563,50.03577,315,314,1,424.4424,-0.2031907,76.15898,100.8514,146.9035,194,193,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.779147e-06,-7.243915e-10,2.83929e-07,5.283495999999999e-07,2.398752e-07,315,314,1,0
26753-012,0.0,0.8501550999999999,-0.0018144329999999998,0.159057,0.21007759999999998,0.7524946,116,115,1,48.17559,-0.2255506,8.716866,12.79787,12.82971,116,115,1,448.7177,-2.67921,61.74445,112.7056,206.8326,103,102,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.612725e-05,4.2526e-08,5.683638e-06,6.875699e-06,7.65355e-06,116,115,1,0
26753-022,0.0,0.7499281999999999,-0.0004096911,0.1512255,0.18145820000000001,0.5897704,356,355,1,483.8627,0.0782578,21.70326,49.59362,10.84815,356,355,1,463.0833,-0.4228769,69.51289,101.7464,158.259,299,298,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.952043e-06,-9.211422e-10,7.399619e-07,1.207325e-06,5.95536e-07,356,355,1,0
81392-026,0.0,0.7106539000000001,-0.00021746970000000002,0.1387088,0.16592089999999998,0.5896351,416,415,1,339.3699,0.04620726,26.09402,53.08286999999999,17.21997,416,415,1,453.8681,0.1293241,87.31039,113.8985,196.2211,338,337,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.735852e-06,-1.58331e-09,7.07248e-07,1.114502e-06,5.621039e-07,416,415,1,3
44574-004,0.0,0.6607208000000001,-0.004252034,0.13370810000000002,0.1791241,0.5842826,66,65,1,323.9981,-1.3759700000000001,27.39234,58.09758000000001,17.61504,66,65,1,295.8014,-2.142905,27.73697,54.881840000000004,136.1251,54,53,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.606433e-06,-1.211967e-08,6.075969e-07,9.194351999999999e-07,5.094157e-07,66,65,1,3
56896-033,0.0,0.9093786,0.0004753742,0.1449187,0.181199,0.6359007,136,135,1,476.5254,0.8260242,40.17259,74.14983000000001,26.441959999999998,136,135,1,438.2592,2.923886,73.55127,137.0617,271.9388,120,119,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.379424e-06,-3.218594e-09,1.672666e-07,2.835487e-07,1.932996e-07,136,135,1,3
56896-006,0.0,0.9044188,4.034029e-05,0.1046568,0.1391615,0.6421356,356,355,1,43.98751,-0.007988614,5.553511,7.286898,7.087957,356,355,1,454.472,-0.359849,85.7896,111.4681,205.4483,346,345,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.09771715,0.00043728349999999996,0.007579051,0.01612981,0.1432444,44,43,1,6.787564e-06,1.787818e-09,7.010531999999999e-07,1.124954e-06,5.796683e-07,356,355,1,3
81392-004,0.0,0.7809188,-0.0008008066,0.18239360000000002,0.2194542,0.5915895999999999,275,274,1,481.8628,-0.1738745,33.45341,73.43498000000001,21.94838,275,274,1,349.7472,0.006666274,45.33211,65.16515,163.8884,204,203,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.811458e-06,-1.337539e-09,7.490262e-07,1.17203e-06,6.733366e-07,275,274,1,3
95407-003,0.0,0.5067298,-0.00455227,0.07620305,0.12268299999999999,0.5174227,61,60,1,31.996059999999996,-0.24083520000000003,4.091043,6.814814999999999,-1.848623,61,60,1,438.0071,-8.519424,64.03364,134.9568,253.3805,43,42,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.553708000000001e-07,1.4629059999999998e-09,1.1502139999999999e-07,1.515707e-07,1.022008e-07,61,60,1,3
44574-008,0.0,0.5060192,-0.0007039603999999999,0.10224420000000001,0.12025339999999998,0.6424198,156,155,1,26.55834,-0.02317053,5.971735,6.90123,4.018127,156,155,1,149.8684,-0.3371397,15.39959,27.74708,133.9322,153,152,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.8042739999999997e-06,-2.361541e-09,2.7889209999999997e-07,4.544518e-07,3.782418e-07,156,155,1,3
68117-000,0.0,0.9047550999999999,0.000152574,0.1858135,0.2206939,0.7201668999999999,526,525,1,332.8818,-0.0592262,17.197210000000002,37.20469,17.954279999999997,526,525,1,416.7963,-0.09709971,33.44704,49.697109999999995,190.3214,458,457,1,0.1014273,5.173193e-05,0.002917426,0.0098026,0.1509883,132,131,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2342274,0.0013579070000000002,0.04618761,0.1115519,0.1338947,247,246,1,2.481868e-06,-2.701365e-10,1.181634e-07,2.40485e-07,1.202488e-07,526,525,1,0
68117-003,0.0,0.8133729999999999,-0.0003399053,0.19505429999999999,0.2254538,0.5908781999999999,345,344,1,489.4019,-0.04319136,42.06081,89.80211,26.55438,345,344,1,230.3872,-0.03968899,28.835829999999998,42.38321,169.7176,252,251,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.9699289999999995e-06,-1.4920360000000001e-09,2.3708960000000002e-07,6.340173000000001e-07,2.1458460000000002e-07,345,344,1,0
47939-019,0.0,0.6080625,-0.005210019000000001,0.12385739999999998,0.1803246,0.5981092,66,65,1,43.68414,-0.2820164,7.378449000000001,10.63402,2.891278,66,65,1,357.6556,-3.885928,64.32297,103.7934,218.5527,58,57,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.5888030000000005e-06,-1.033701e-08,9.00762e-07,1.144641e-06,1.264426e-06,66,65,1,0
47647-005,0.0,0.6525895,-0.0020326289999999998,0.16411729999999997,0.1994945,0.5564164,96,95,1,323.9042,0.28224,24.10399,44.893440000000005,10.130419999999999,96,95,1,387.8199,1.42231,62.595380000000006,86.88993,200.2452,67,66,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.053159e-06,-1.525945e-09,1.6981279999999998e-07,3.219096e-07,1.781241e-07,96,95,1,0
47939-003,0.0,0.7101042,0.0008194699000000001,0.1189211,0.16132670000000002,0.7728505,246,245,1,46.33542,0.04205719,8.163708,10.59379,12.75207,246,245,1,407.8687,-0.20774789999999999,42.7095,63.25135,241.758,241,240,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.705762e-06,3.430144e-09,1.17377e-06,1.7028980000000002e-06,1.550675e-06,246,245,1,0
56896-010,0.0,0.8542004999999999,0.0005563459,0.12467730000000002,0.160219,0.5707274999999999,186,185,1,473.6105,-0.24267339999999998,35.86063,67.70621,24.32299,186,185,1,424.7531,-0.556559,67.5628,85.89614,194.2621,154,153,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.94228e-07,-4.0996090000000005e-11,7.220152e-08,1.174639e-07,6.302056e-08,186,185,1,3
35063-001,0.0,0.5297573,0.00518806,0.12484780000000001,0.1633713,0.6137179,36,35,1,171.9468,2.398279,21.22697,41.858670000000004,16.83772,36,35,1,233.8246,3.5807050000000005,28.61955,50.8781,146.6214,34,33,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.120308e-06,-1.565879e-08,2.292959e-07,3.655486e-07,2.6471290000000003e-07,36,35,1,3
47939-000,0.0,0.8029470999999999,0.0009959611,0.20437439999999998,0.23680370000000003,0.6170991,153,152,1,495.7407,-0.465501,28.0477,60.597559999999994,18.58306,153,152,1,429.2475,-1.398808,66.85525,96.13253,205.6258,125,124,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.689739e-06,8.400951e-09,6.470094e-07,1.231461e-06,6.959946999999999e-07,153,152,1,0
26753-000,0.0,0.7889765999999999,-0.00011289959999999999,0.1590346,0.19225920000000002,0.5784421999999999,796,795,1,491.5187,-0.00830686,14.127379999999999,40.0391,7.144772,796,795,1,438.311,0.01805344,48.82645,69.40309,135.2625,644,643,1,0.1224039,2.600119e-05,0.00230972,0.009516084000000001,0.18271020000000002,205,204,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.09974169,0.0003066355,0.01539399,0.03463235,0.08675084,331,330,1,5.460906e-06,-2.591762e-10,6.136368e-07,9.051727e-07,5.840149e-07,796,795,1,0
81392-032,0.0,0.5637029,-0.001004253,0.1542583,0.17457029999999998,0.6369083999999999,96,95,1,172.7842,0.217027,12.32928,26.439709999999998,8.822107,96,95,1,196.7099,-0.31978320000000005,17.34989,29.571040000000004,128.9076,72,71,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.213822e-06,2.119423e-09,7.244684e-07,9.264006999999999e-07,8.522334999999999e-07,96,95,1,3
81392-025,0.0,0.6756082,-0.0003612498,0.16713970000000003,0.19240829999999998,0.5915533000000001,325,324,1,182.6192,-0.02919604,11.79686,26.3067,6.905996000000001,325,324,1,436.9224,-0.2968858,49.54574,74.33561999999999,156.7155,257,256,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.764828e-06,2.232366e-09,7.116171e-07,1.010213e-06,7.159291999999999e-07,325,324,1,3
76373-005,0.0,0.5972239,0.01186575,0.08819971,0.19858610000000002,0.5926952,46,45,1,37.582229999999996,0.5350256,5.119978,10.13002,2.312352,46,45,1,334.8908,-3.987394,48.34497,76.56714000000001,193.0936,35,34,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.326087e-06,3.46827e-08,4.187403e-07,7.264003000000001e-07,4.035842e-07,46,45,1,3
35063-006,0.0,0.8123741,-0.0003488727,0.1905686,0.22547609999999998,0.6407436,575,574,1,490.2042,-0.1175173,30.017229999999998,68.0204,21.0959,575,574,1,454.937,-0.26569380000000004,57.134409999999995,91.6714,190.2085,473,472,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01392723,0.0015751029999999998,0.002611356,0.004846471,0.01827949,8,7,1,1.102354e-05,-9.184635e-10,8.168751000000001e-07,1.396019e-06,6.785282e-07,575,574,1,3
81392-031,0.0,0.7073838000000001,-0.003489789,0.1393689,0.227161,0.6449994000000001,136,135,1,175.4941,-0.06179112,12.090869999999999,23.210720000000002,8.855013,136,135,1,149.8312,-0.6467282,20.83846,35.57281,144.6346,105,104,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.277168e-06,-1.6685970000000002e-08,1.037797e-06,1.704494e-06,1.026327e-06,136,135,1,3
81392-030,0.0,0.7107076,9.109425e-05,0.15270999999999998,0.1789704,0.545737,256,255,1,186.3932,0.04848982,10.06458,19.1592,1.433904,256,255,1,220.6116,0.20510770000000003,34.08945,44.7236,143.0812,191,190,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.407963999999999e-06,-4.285787e-10,8.749799e-07,1.164325e-06,8.370911e-07,256,255,1,3
45758-000,0.0,0.6833899999999999,-0.004839783,0.15188629999999997,0.19839079999999998,0.6931755999999999,66,65,1,326.9933,1.183993,34.19385,63.256969999999995,31.438679999999998,66,65,1,358.9743,-1.488974,96.46793000000001,113.0026,298.3942,60,59,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.030341e-07,-1.004188e-09,1.6734389999999997e-07,2.1425229999999998e-07,1.401266e-07,66,65,1,0
45758-006,0.0,0.7227549,-0.0019073760000000001,0.1414663,0.17129860000000002,0.5892261,39,38,1,45.25526,-0.1069026,8.739655,10.74478,2.404696,39,38,1,236.2991,-4.053274,41.85817,69.09085,156.831,38,37,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.214575e-06,-2.703215e-08,1.231437e-06,1.623714e-06,1.242055e-06,39,38,1,0
56896-025,0.0,0.4527358,-0.0009924463,0.08927435,0.11292939999999999,0.620873,86,85,1,23.05564,-0.07323711,4.464871,5.762671,3.536689,86,85,1,165.9967,0.4550702999999999,20.22989,29.83215,128.2289,81,80,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.247923e-06,2.174975e-09,2.453031e-07,3.2515819999999996e-07,2.762974e-07,86,85,1,3
44574-001,0.0,0.7682273000000001,0.00017316990000000002,0.13863879999999998,0.1665144,0.5735084,496,495,1,474.1361,-0.1959987,54.0333,95.56102,36.846270000000004,496,495,1,444.1672,-0.32725190000000004,59.951330000000006,92.04729,162.8116,403,402,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.6666666,0.0001897195,0.01449244,0.05573879,0.9943503,177,176,1,9.113256e-06,1.886209e-09,5.015619000000001e-07,9.778616e-07,4.247582e-07,496,495,1,3
68117-002,0.0,0.7644996999999999,0.001704091,0.18670150000000002,0.23365100000000003,0.6750863,156,155,1,45.95626,0.09175594,10.29059,12.80376,7.424019,156,155,1,412.483,0.04411018,51.47497,72.48536999999999,200.2443,127,126,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.872748e-06,5.469166e-09,2.487717e-07,4.6945570000000004e-07,2.600578e-07,156,155,1,0
81392-000,0.0,0.6775937,0.0002353452,0.1795443,0.20666779999999998,0.7288598000000001,246,245,1,326.8545,-0.01598095,16.61024,42.91063,18.42386,246,245,1,368.9374,-0.1409454,31.39412,52.46185,192.0379,218,217,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0876010000000001e-05,1.014942e-11,1.043785e-06,1.566686e-06,9.435341e-07,246,245,1,3
81392-042,0.0,0.8462716,-1.436818e-05,0.2010287,0.2244721,0.6543922,2096,2095,1,490.7957,0.0002120223,16.88032,38.131840000000004,13.19294,2096,2095,1,460.9348,-0.02352055,56.75018000000001,81.84839000000001,203.853,1717,1716,1,0.3829323,1.978126e-05,0.07936522,0.1021579,0.2342855,1615,1614,1,0.2348752,2.812515e-05,0.0825377,0.09043381,0.1108451,1501,1275,226,0.1108715,-1.922529e-05,0.03036256,0.03668835,0.02931137,1821,1709,112,1.312269e-05,-2.2257e-10,1.02781e-06,1.515334e-06,9.054775e-07,2096,2095,1,3
18771-003,0.0,0.7081596,0.002635998,0.1866096,0.2183449,0.4932142,66,65,1,39.71849,0.05506635,8.961399,10.38825,-2.562914,66,65,1,399.5232,-3.582155,66.15269,93.38306,225.1378,39,38,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.686533e-06,1.203981e-08,2.530817e-07,4.152923e-07,2.124133e-07,66,65,1,0
26753-011,0.0,0.29502540000000005,-0.004895539,0.09058958,0.1040653,0.6833425,16,15,1,19.832929999999998,-0.4239388,5.525980000000001,6.814959,6.397734,16,15,1,88.04759,2.3294200000000003,17.65723,22.99469,99.92709,16,15,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.568465e-06,2.109909e-08,1.00992e-06,1.157016e-06,2.306299e-06,16,15,1,0
35063-002,0.0,0.6496851,8.655861e-05,0.1311575,0.1566362,0.6120788,66,65,1,471.2901,0.17003320000000002,73.03959,96.37349,53.499930000000006,66,65,1,415.7395,0.108499,69.85915,86.49825,185.4828,61,60,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,5.462408000000001e-06,-3.896007e-09,1.116631e-06,1.4841589999999998e-06,8.158228000000001e-07,66,65,1,3
18771-001,0.0,0.7359055999999999,4.194612e-06,0.1167135,0.13898210000000003,0.5165867999999999,516,515,1,489.4251,0.01422233,22.24031,58.750890000000005,11.09043,516,515,1,431.1349,-0.01002325,59.583290000000005,73.65469,136.3989,404,403,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.09261058,0.0001810971,0.004985875,0.01247856,0.1368425,67,66,1,4.430955e-06,4.533277e-10,2.447732e-07,4.7231749999999997e-07,2.108343e-07,516,515,1,0
68117-006,0.0,0.7021139,0.0011819460000000001,0.183621,0.22047139999999998,0.5586677,166,165,1,479.884,0.8764474,65.63072,114.5768,44.14477,166,165,1,383.1241,0.5920845,60.38361,82.85401999999999,187.6929,115,114,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.196488e-06,-1.981445e-09,2.0726e-07,4.172143e-07,1.983704e-07,166,165,1,0
56896-016,0.0,0.5161803,-0.0009708522999999999,0.1210463,0.14500870000000002,0.5999597,106,105,1,31.84978,-0.06137237,6.57375,7.830286999999999,2.0903869999999998,106,105,1,247.3827,-0.3121563,27.31288,40.71407,132.0462,96,95,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.849533e-06,6.287922e-10,1.10931e-06,1.6779480000000001e-06,1.300215e-06,106,105,1,3
76373-001,0.0,0.8888108,-0.0005918539,0.16610020000000003,0.2115115,0.5324283000000001,446,445,1,481.7485,0.2635087,95.48758000000001,137.6727,68.47794,446,445,1,428.7398,0.0120918,53.345,77.88676,185.2384,291,290,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.3479257,0.0004350386,0.01525945,0.04198539,0.5156757000000001,84,83,1,2.380215e-07,-1.7887760000000002e-11,2.290387e-08,3.3065430000000003e-08,2.4466869999999998e-08,446,445,1,3
26753-008,0.0,0.8978878,-8.371062e-05,0.14567739999999998,0.18416749999999998,0.6706613,686,685,1,489.3575,-0.08184706,31.618509999999997,63.40173000000001,25.1987,686,685,1,459.7358,-0.20725429999999997,68.49648,101.3867,156.5352,607,606,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.32053459999999995,7.223908e-05,0.006224466999999999,0.02528892,0.4783858,199,198,1,6.875225000000001e-06,-9.510821e-10,5.994226999999999e-07,8.647697e-07,5.856538000000001e-07,686,685,1,0
47939-005,0.0,0.7764798,-0.0002872967,0.198163,0.22559410000000002,0.6299653000000001,416,415,1,338.1563,-0.01653259,23.15259,49.09962,18.61661,416,415,1,443.4996,-0.3122944,75.38376,100.2286,200.4771,331,330,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.164501,0.08225051,2.4835270000000003e-09,0.06715725,0.164501,3,2,1,7.952239e-06,-7.216031e-10,6.564671e-07,1.151594e-06,5.850828000000001e-07,416,415,1,0
47939-006,0.0,0.7125326999999999,-0.0004889776,0.1463932,0.1837736,0.5587714,461,460,1,337.6122,-0.04458868,15.769429999999998,41.74909,8.715227,461,460,1,405.1774,0.24978820000000002,43.94467,67.03801,150.5936,305,304,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.23913579999999998,0.0005118863,0.01341169,0.03294691,0.3530989,64,63,1,9.48033e-06,1.187498e-09,5.22566e-07,9.70666e-07,4.4652970000000004e-07,461,460,1,0
56896-027,0.0,0.6636536,0.00012498200000000002,0.138935,0.1636759,0.6492648,356,355,1,486.3706,-0.02507083,31.28272,69.71475,22.604110000000002,356,355,1,447.5203,0.34040329999999996,76.04491,103.3354,200.8615,331,330,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4115255,0.002454111,0.03601892,0.0728488,0.6010438,38,37,1,7.410605e-06,-3.173763e-09,4.320215e-07,8.675251999999999e-07,4.0213209999999996e-07,356,355,1,3
81392-019,0.0,0.8481084999999999,-1.008833e-05,0.1860005,0.21190830000000002,0.6337592,1335,1334,1,494.1876,-0.01342026,21.76074,49.026720000000005,17.33886,1335,1334,1,464.3886,-0.12414180000000001,81.29618,114.1676,205.8665,1100,1099,1,0.269868,0.0002452302,0.02000269,0.05486884,0.26147929999999997,684,683,1,0.130327,0.00018024840000000001,0.02279489,0.03849144,0.08451307,546,545,1,0.05832098,-6.445170999999999e-05,0.0135195,0.02336244,0.02099315,936,862,74,1.132933e-05,-8.444081e-11,8.575867e-07,1.354983e-06,7.443156999999999e-07,1335,1334,1,3
44574-003,0.0,0.6361568,0.000122156,0.1139924,0.1370233,0.5164973,205,204,1,472.2578,0.08949338,59.36566,86.06349,39.784909999999996,205,204,1,412.3754,-0.4542823,86.75043000000001,107.6421,200.2682,151,150,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.4014990000000005e-07,2.632823e-10,4.07777e-08,6.73815e-08,3.5441029999999996e-08,205,204,1,3
95407-001,0.0,0.6612001999999999,-0.0014194879999999998,0.1040471,0.1419876,0.5050696,145,144,1,38.53646,-0.04360583,6.573878,8.158799,-0.2727914,145,144,1,381.3534,1.073623,69.19341,91.96141,181.65,111,110,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.91931e-07,-6.659709e-10,5.4658290000000005e-08,9.466837e-08,5.218816e-08,145,144,1,3
44574-007,0.0,0.4258085,-0.007179546,0.07967662,0.1355181,0.5742439,46,45,1,26.598159999999996,-0.4166434,4.259621,7.414258,0.5186324000000001,46,45,1,128.0408,-1.270751,22.17517,33.42794,127.5729,38,37,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.017348e-06,8.151946e-09,1.6035499999999998e-07,2.293211e-07,2.0129010000000002e-07,46,45,1,3
56896-023,0.0,0.9315749,-0.0004528785,0.1391216,0.172507,0.5526055999999999,195,194,1,470.1427,0.7644678,105.0225,148.2447,89.59919000000001,195,194,1,444.5212,0.6660365,102.8294,121.381,264.7377,147,146,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.497235e-07,-2.359777e-10,1.639662e-08,3.297443e-08,2.4858849999999996e-08,195,194,1,3
81392-015,0.0,0.5829494000000001,-0.003341404,0.12023130000000001,0.1691547,0.6760305999999999,96,95,1,47.10046,-0.18699970000000002,7.226221000000001,10.12768,6.712573,96,95,1,138.6838,-0.6764918000000001,21.20619,34.291109999999996,146.9898,88,87,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.632974e-06,-2.4412189999999998e-08,8.443248e-07,1.395345e-06,9.394126999999999e-07,96,95,1,3
56896-012,0.0,0.7228699000000001,0.0005700422000000001,0.1294725,0.15927149999999998,0.6019135,275,274,1,50.285509999999995,0.05295916,7.014407,9.410592,2.496023,275,274,1,437.2704,0.28194109999999994,69.86675,94.22453,174.239,240,239,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.4160446,0.01315436,0.06607769,0.1095517,0.5850626999999999,16,15,1,1.223586e-05,-8.976439e-09,8.211015e-07,1.6421760000000001e-06,7.032099000000001e-07,275,274,1,3
