id,frameTime,voiceProb_sma_range,voiceProb_sma_linregc1,voiceProb_sma_linregerrA,voiceProb_sma_stddev,voiceProb_sma_amean,voiceProb_sma_duration,voiceProb_sma_upleveltime0.0,voiceProb_sma_downleveltime0.0,HNR_sma_range,HNR_sma_linregc1,HNR_sma_linregerrA,HNR_sma_stddev,HNR_sma_amean,HNR_sma_duration,HNR_sma_upleveltime0.0,HNR_sma_downleveltime0.0,F0_sma_range,F0_sma_linregc1,F0_sma_linregerrA,F0_sma_stddev,F0_sma_amean,F0_sma_duration,F0_sma_upleveltime0.0,F0_sma_downleveltime0.0,jitterLocal_sma_range,jitterLocal_sma_linregc1,jitterLocal_sma_linregerrA,jitterLocal_sma_stddev,jitterLocal_sma_amean,jitterLocal_sma_duration,jitterLocal_sma_upleveltime0.0,jitterLocal_sma_downleveltime0.0,jitterDDP_sma_range,jitterDDP_sma_linregc1,jitterDDP_sma_linregerrA,jitterDDP_sma_stddev,jitterDDP_sma_amean,jitterDDP_sma_duration,jitterDDP_sma_upleveltime0.0,jitterDDP_sma_downleveltime0.0,shimmerLocal_sma_range,shimmerLocal_sma_linregc1,shimmerLocal_sma_linregerrA,shimmerLocal_sma_stddev,shimmerLocal_sma_amean,shimmerLocal_sma_duration,shimmerLocal_sma_upleveltime0.0,shimmerLocal_sma_downleveltime0.0,pcm_intensity_sma_range,pcm_intensity_sma_linregc1,pcm_intensity_sma_linregerrA,pcm_intensity_sma_stddev,pcm_intensity_sma_amean,pcm_intensity_sma_duration,pcm_intensity_sma_upleveltime0.0,pcm_intensity_sma_downleveltime0.0,label
81392-040,0.0,0.8188158,-0.000230156,0.1794175,0.20594810000000002,0.6928331,365,364,1,192.354,-0.02229403,14.03836,23.30746,9.557528,365,364,1,365.0829,-0.37113409999999997,38.92191,62.84251,199.6404,321,320,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0283589999999999e-05,1.921118e-09,1.043696e-06,1.502505e-06,1.120775e-06,365,364,1,3
81392-027,0.0,0.7137276,-0.0001002058,0.18331820000000001,0.2055562,0.6841071999999999,315,314,1,489.3284,0.07563486,15.94335,40.04979,13.547820000000002,315,314,1,420.973,0.1831409,49.37055,73.4736,199.2212,275,274,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.04019133,0.0002167918,0.0033744120000000002,0.00694319,0.05877982,40,39,1,1.428646e-05,-4.253997e-09,9.630788000000001e-07,1.683764e-06,8.680805e-07,315,314,1,3
76373-003,0.0,0.7734218,-0.001708753,0.1747185,0.227473,0.5068682,205,204,1,480.6847,-0.6009190999999999,49.59874,91.54108000000001,30.009190000000004,205,204,1,229.4152,-0.12095979999999999,42.16154,54.586830000000006,167.862,125,124,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.1557640000000004e-07,-2.311396e-10,2.674595e-08,5.1690769999999996e-08,2.669655e-08,205,204,1,3
81392-018,0.0,0.796191,-7.676082e-05,0.1758503,0.2010235,0.6288618,1096,1095,1,482.628,-0.002152514,27.61835,58.08841999999999,20.92977,1096,1095,1,450.062,-0.02113829,92.37942,115.8927,220.5805,903,902,1,0.40704759999999995,-0.0005328976,0.09618438,0.139905,0.2122041,584,520,64,0.1863025,-0.0001523173,0.06081899,0.06842828,0.11581210000000002,459,357,102,0.153451,-6.704869e-05,0.06133536,0.066181,0.06118293,729,728,1,1.1006220000000001e-05,-1.691497e-10,1.060001e-06,1.5830279999999998e-06,8.388487e-07,1096,1095,1,3
95407-000,0.0,0.8469403,-8.073423e-05,0.15657449999999998,0.1868671,0.5852689999999999,496,495,1,480.9781,-0.04172811,27.57605,60.40186,17.95188,496,495,1,451.2212,0.25983690000000004,74.44595,101.5617,184.1321,391,390,1,0.1196865,0.0001461877,0.005192721,0.01435962,0.1774177,85,84,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.2797522,0.00142795,0.03160261,0.07781087,0.26730329999999997,165,164,1,2.422544e-06,-2.759888e-10,2.40172e-07,3.769932e-07,1.846809e-07,496,495,1,3
56896-000,0.0,0.8704149999999999,-0.0004827782,0.1923526,0.2272506,0.5028654,395,394,1,476.3843,0.338331,145.8108,176.5996,129.9449,395,394,1,373.4797,-0.2299324,57.29095,76.96358000000001,163.4742,245,244,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.254016e-06,-4.897803e-11,7.290117999999999e-08,1.391751e-07,6.495143e-08,395,394,1,3
47939-014,0.0,0.7856204999999999,-0.00018222720000000002,0.1800553,0.2100611,0.6462479999999999,575,574,1,485.9236,-0.02169776,16.61101,46.29599,13.60755,575,574,1,429.9975,-0.07860912,50.97122,70.95510999999999,176.4817,475,474,1,0.20850320000000003,-0.0008224967,0.02171452,0.04757767,0.2573987,153,152,1,0.01684164,1.920492e-05,0.0007077581,0.001986599,0.02497538,88,87,1,0.31423190000000006,0.001470899,0.04035927,0.1318914,0.14589059999999998,288,287,1,8.715763e-06,-5.55467e-10,6.355816e-07,1.086509e-06,5.789190999999999e-07,575,574,1,0
47939-016,0.0,0.7376606,0.0004501822,0.09079707,0.12344949999999999,0.357023,205,204,1,486.2587,-1.697286,96.25925,160.1989,95.57453000000001,205,204,1,425.2285,2.39913,72.82149,97.93249,199.4657,53,52,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.5518879999999998e-06,3.839392e-10,1.280738e-07,2.341855e-07,1.1046939999999999e-07,205,204,1,0
81392-029,0.0,0.760918,-0.0001926277,0.18075839999999999,0.20684149999999998,0.6590914000000001,486,485,1,341.5601,-0.003154889,13.02496,30.21707,11.44005,486,485,1,447.522,-0.04120711,76.20881999999999,104.3978,198.6223,419,418,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0145247,0.007262350999999999,2.891206e-19,0.005929685,0.0145247,3,2,1,9.802787e-06,-1.721441e-09,1.106421e-06,1.600029e-06,1.0438089999999999e-06,486,485,1,3
58812-003,0.0,0.7950839,0.000245063,0.18033570000000002,0.2170877,0.5269731,125,124,1,333.6114,-0.08696679,24.374779999999998,50.76735,11.62487,125,124,1,448.4261,-2.9121349999999997,58.56986,111.4075,219.1141,90,89,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,6.046077e-06,3.15782e-10,7.608204999999999e-07,1.246625e-06,5.659001999999999e-07,125,124,1,0
80292-005,0.0,0.779845,-0.002194348,0.18392089999999997,0.2349699,0.7182316,156,155,1,186.3532,-0.0545542,15.5949,24.62022,15.2091,156,155,1,401.5127,-0.979066,63.865069999999996,98.78645,298.4041,142,141,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.172416e-06,3.134909e-09,1.570442e-06,2.043966e-06,1.470175e-06,156,155,1,3
45758-005,0.0,0.7715743,-0.003904513,0.11793859999999999,0.1713615,0.4462188,76,75,1,487.0159,2.074967,59.22063000000001,99.15626,25.63482,76,75,1,324.078,-4.174875,61.224140000000006,92.83686,196.9906,44,43,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.628992e-06,-1.229017e-08,6.110913000000001e-07,8.625193e-07,6.425865e-07,76,75,1,0
81392-036,0.0,0.797151,-9.030396e-05,0.1992864,0.2258151,0.6799338,536,535,1,190.2086,-0.0028815090000000004,12.98051,22.50585,10.18645,536,535,1,460.588,-0.05207875,50.89548,78.64558000000001,195.6166,446,445,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01005722,4.978522e-06,0.0002851855,0.000964815,0.01497325,134,133,1,8.577453e-06,7.030597e-10,1.042494e-06,1.448664e-06,1.0184699999999999e-06,536,535,1,3
47647-004,0.0,0.6833581,-0.001990923,0.11143679999999999,0.15611889999999998,0.48109890000000005,145,144,1,477.9037,0.6430779999999999,39.43073,68.30078,17.39303,145,144,1,302.833,-1.005685,57.863690000000005,75.79552,178.4402,86,85,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.355423e-06,-2.7432600000000003e-09,2.117023e-07,4.948852e-07,1.765624e-07,145,144,1,0
26753-007,0.0,0.6919026999999999,0.00107282,0.10290999999999999,0.1464558,0.6683276,96,95,1,50.69283,0.10348230000000001,6.880731,9.758335,5.408487,96,95,1,140.0638,-0.5055556,14.81971,27.2558,113.0248,91,90,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.646175e-05,-4.454593e-08,1.969322e-06,3.143144e-06,2.605267e-06,96,95,1,0
26753-021,0.0,0.908379,-3.154866e-06,0.1439217,0.17444110000000002,0.5921048000000001,1693,1692,1,484.3372,-0.006993431,59.80591999999999,96.41635,38.9174,1693,1692,1,466.1233,0.01220038,76.33395,102.6728,154.8396,1394,1393,1,0.2547489,-8.779695e-05,0.08488138,0.1002469,0.1658149,892,837,55,0.1427368,-6.503157e-05,0.05297998,0.05787652,0.06788407,791,395,396,0.9238384,0.00019204900000000002,0.2825066,0.3130051,0.6401764,950,949,1,2.231453e-05,2.31677e-10,7.805e-07,1.814323e-06,6.071827e-07,1693,1692,1,0
26753-004,0.0,0.5807465,-9.700451999999999e-05,0.1030483,0.1278214,0.6981549,145,144,1,49.47917,-0.01353592,6.602647,8.597729,6.904642999999999,145,144,1,147.9964,-0.10687550000000001,18.376379999999997,28.419420000000002,119.2828,142,141,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.438077e-05,-6.177431999999999e-08,3.261755e-06,5.82105e-06,5.129138e-06,145,144,1,0
56896-020,0.0,0.6932401999999999,-0.0017429429999999998,0.07499688,0.1168413,0.6638649,125,124,1,34.39411,-0.02845548,4.0669059999999995,5.642748,7.488516000000001,125,124,1,282.5515,0.07283469,18.63409,33.86923,119.691,123,122,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.220507e-06,-6.082071e-09,2.548884e-07,4.5021770000000004e-07,2.9060870000000003e-07,125,124,1,3
56896-002,0.0,0.7787195,-3.632507e-05,0.12671110000000002,0.1520745,0.6351585,555,554,1,480.3289,0.08138777,52.181940000000004,92.52831,36.581309999999995,555,554,1,443.4146,0.09427992,51.75359,78.4282,154.2449,503,502,1,0.3116364,-0.003258531,0.05161521,0.1090983,0.374116,88,87,1,0.2242526,0.00148636,0.02050358,0.04072894,0.32703509999999997,36,35,1,0.9325776,0.004357558,0.20602240000000002,0.37421420000000005,0.3677728,228,227,1,2.861706e-06,-6.943784e-10,1.910988e-07,3.668422e-07,1.900937e-07,555,554,1,3
80292-002,0.0,0.7346606,-0.0005017068,0.2094219,0.23462429999999998,0.6506013,136,135,1,491.9543,-0.2011944,78.69536,120.9888,57.44221999999999,136,135,1,413.5858,1.102518,67.96211,99.75347,278.9899,107,106,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,8.094533e-06,-1.1544080000000001e-08,1.261884e-06,1.6912639999999999e-06,1.3132339999999999e-06,136,135,1,3
44574-005,0.0,0.6338092,-0.001297498,0.09321409,0.12678989999999998,0.5379109000000001,116,115,1,327.1385,0.7483674,38.27368,62.87125,20.390520000000002,116,115,1,189.3498,-0.1454585,30.65912,40.123909999999995,118.2591,98,97,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.3235550000000002e-06,-2.860933e-09,1.780763e-07,3.017183e-07,1.8425899999999998e-07,116,115,1,3
26753-013,0.0,0.772927,0.001700431,0.1781801,0.2278209,0.6701256999999999,135,134,1,49.4639,0.08013358,9.508942999999999,12.186110000000001,6.250554,135,134,1,404.9472,-2.8852450000000003,58.02713000000001,118.4347,176.4103,109,108,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.455054e-06,6.2121059999999995e-09,6.633059e-07,8.692915000000001e-07,8.074141999999999e-07,135,134,1,0
81392-005,0.0,0.768786,-0.0001647476,0.1920531,0.21801679999999996,0.6431951,356,355,1,329.8878,0.01096546,16.24176,35.3279,13.86876,356,355,1,460.3108,0.1953463,84.09872,108.6454,221.4746,297,296,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.002701194,4.5818869999999996e-06,0.0001363077,0.0003514365,0.0039955170000000005,72,71,1,6.783061e-06,-1.4334860000000002e-09,1.037506e-06,1.40732e-06,9.176472e-07,356,355,1,3
56896-018,0.0,0.5693126000000001,-0.00010924430000000001,0.12929939999999998,0.1495213,0.6328683,145,144,1,169.9127,0.1397759,10.57348,22.4569,8.117461,145,144,1,411.8996,-0.46562,79.05794,98.18574,222.4878,134,132,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.470695e-06,-1.982668e-09,1.5270220000000002e-07,2.6675590000000004e-07,1.448876e-07,145,144,1,3
81392-006,0.0,0.752107,0.00024716720000000003,0.1795517,0.2115127,0.5626746,375,374,1,186.9996,0.02008738,14.04916,28.86852,6.8817520000000005,375,374,1,450.307,0.04865385,87.39341999999999,103.3688,213.2003,288,287,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.009146757,1.842523e-05,0.0004990785,0.001241497,0.01351226,66,65,1,1.278235e-05,1.061087e-09,1.020085e-06,1.5102760000000001e-06,8.882975999999999e-07,375,374,1,3
95407-004,0.0,0.8790199000000001,1.194904e-05,0.13938370000000003,0.168156,0.5718831,2595,2594,1,481.764,0.003257023,70.87354,111.5088,44.55312,2595,2594,1,466.7281,-0.01603828,87.84695,110.2756,189.0102,2112,2111,1,0.5181394,-3.9687940000000006e-05,0.09976482,0.1307335,0.28001329999999997,2095,1986,109,0.2590232,-1.132493e-05,0.07714399,0.08422104,0.10212689999999999,1824,1725,99,0.9818231,-3.906124e-05,0.28135540000000003,0.3312637,0.434895,2258,2127,131,6.608919e-06,2.7007470000000002e-11,1.429888e-07,3.0152590000000003e-07,1.143383e-07,2595,2594,1,3
58812-002,0.0,0.6551581999999999,0.003664498,0.10983299999999999,0.1746753,0.6766718,98,97,1,54.7623,0.2327071,7.452197999999999,11.54755,5.242121,98,97,1,358.6706,-0.9303162,75.14191,92.01044,262.6291,87,86,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.481961e-06,6.572983e-09,5.742128e-07,8.03968e-07,6.609640999999999e-07,98,97,1,0
76373-002,0.0,0.7677222,-0.006081787,0.15920810000000002,0.24750709999999998,0.5609002,86,85,1,46.23676,-0.3141604,8.826825,13.451179999999999,2.043339,86,85,1,273.555,-0.3560036,52.74154,65.55148,169.2149,56,55,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.006889e-06,-6.566295999999999e-09,1.3632310000000001e-07,2.471031e-07,1.6366759999999999e-07,86,85,1,3
56896-024,0.0,0.7467791,0.0005588398,0.11735250000000001,0.15383829999999998,0.6199897,205,204,1,471.4756,-0.4445629,52.85813,98.4294,34.82417,205,204,1,442.2295,-1.208974,75.61469,114.4068,238.0012,191,190,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.669758e-07,-1.546267e-10,3.9788160000000003e-08,5.529698000000001e-08,4.838641e-08,205,204,1,3
80292-008,0.0,0.6669786,-0.001025885,0.21081689999999997,0.2294955,0.6820046999999999,116,115,1,476.8431,-1.6884740000000003,100.1586,146.9283,89.87021,116,115,1,419.4829,1.484124,49.1318,84.50803,265.5398,90,89,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,9.085564e-06,-7.817703e-09,1.578409e-06,2.0199260000000002e-06,1.5349449999999999e-06,116,115,1,3
56896-030,0.0,0.6107587,-0.004783299,0.12363219999999998,0.1715942,0.6752691,66,65,1,197.5584,-0.4221455,17.41227,35.67361,11.88771,66,65,1,411.3899,-0.03137224,86.64281,103.0338,307.0129,64,63,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.265752e-06,-3.9381949999999996e-09,3.883599e-07,6.374499e-07,6.273987e-07,66,65,1,3
35063-004,0.0,0.8011986999999999,-0.00039757059999999996,0.16444589999999998,0.1975677,0.6343734999999999,296,295,1,330.5486,-0.02560529,20.293570000000003,41.03901,15.20132,296,295,1,439.1331,-0.49165240000000004,103.6418,128.7905,269.0079,250,249,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,7.153099e-06,9.728294e-12,6.786541e-07,1.023243e-06,4.978144000000001e-07,296,295,1,3
56896-001,0.0,0.9157696,-0.0006673919999999999,0.1311965,0.1731603,0.6202489000000001,175,174,1,476.5693,0.11391969999999998,44.43908,84.57075999999999,32.389540000000004,175,174,1,404.91,0.5998071,56.43864,89.18842,164.8907,163,162,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,4.2095739999999997e-07,1.046257e-10,4.339825e-08,6.791448e-08,5.2506660000000006e-08,175,174,1,3
